일자,시가,고가,저가,종가,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2019-10-04,"47,400","48,650","47,350","48,000","9,331,695","448,302",0.03,"-322,822","568,109","-157,468","-269,017","-311,391",57.42
2019-10-02,"48,350","48,400","47,600","47,600","8,382,463","401,925",0.02,"1,179,885","-1,845,220","1,932,251","431,140","-88,679",57.42
2019-10-01,"48,900","49,100","48,650","48,850","6,206,035","303,326",0.02,"437,578","1,431,272","-1,501,205","-938,587","-1,317,876",57.39
2019-09-30,"48,050","49,250","47,900","49,050","9,497,119","462,640",0.02,"-408,684","-121,214","408,272","-185,636","427,414",57.42
2019-09-27,"48,000","48,700","48,000","48,400","8,048,041","389,082",0.02,"412,299","-1,111,879","-1,074,828","566,396","615,310",57.41
2019-09-26,"49,000","49,250","48,900","49,200","8,494,756","416,997",0.02,"17,795","86,986","-1,896,257","197,787","313,869",57.43
2019-09-25,"49,200","49,350","48,800","48,900","9,187,141","450,711",0.02,"-411,143","1,498,119","-836,264","-946,883","-177,041",57.46
2019-09-24,"49,050","49,650","48,850","49,500","7,871,955","387,800",0.02,"-1,270,318","2,174,363","-1,844,532","-560,578","369,170",57.47
2019-09-23,"49,250","49,300","49,000","49,300","7,568,553","372,223",0.03,"-597,350","540,202","781,047","-272,114","-255,443",57.5
2019-09-20,"49,400","49,600","49,100","49,200","15,460,210","763,187",0.02,"-2,130,469","1,786,314","482,195","965,197","872,790",57.49
2019-09-19,"48,050","49,200","47,850","49,150","16,461,413","803,292",0.02,"-3,399,926","-1,113,536","4,942,762","4,975,212","749,473",57.48
2019-09-18,"46,900","47,700","46,800","47,700","10,413,027","494,000",0.02,"-2,487,625","53,904","2,236,553","3,582,556","688,500",57.4
2019-09-17,"47,000","47,100","46,800","46,900","7,006,280","328,706",0.02,"-201,116","-98,968","399,656","404,006","1,291,449",57.36
2019-09-16,"47,000","47,100","46,400","47,100","15,550,926","728,203",0.02,"-620,689","635,647","-1,323,908","-745,181","1,082,184",57.36
2019-09-11,"47,300","47,400","46,800","47,150","16,141,619","761,317",0.03,"-1,924,943","1,774,160","-764,054","22,141","3,452,772",57.38
2019-09-10,"47,100","47,200","46,550","47,000","9,231,792","433,164",0.02,"-1,761,860","433,307","1,235,768","1,569,118","-563,402",57.39
2019-09-09,"46,450","47,000","46,300","46,900","9,434,157","441,487",0.03,"-1,937,467","-191,743","2,585,200","2,257,498","520,792",57.37
2019-09-06,"46,500","46,500","45,850","46,300","9,896,562","457,524",0.04,"-1,907,332","-67,148","1,544,271","1,412,740","248,771",57.33
2019-09-05,"44,800","46,100","44,450","45,700","18,297,430","832,665",0.04,"-4,359,267","1,764,816","1,763,128","3,549,456","1,820,239",57.3
2019-09-04,"43,250","44,100","43,150","44,100","12,441,837","541,987",0.04,"-105,967","3,876,663","-3,330,992","-3,646,888","-1,142,414",57.27
2019-09-03,"43,550","43,650","43,100","43,250","9,774,941","423,350",0.02,"2,322,888","1,186,819","-4,453,723","-3,947,661","-405,493",57.33
2019-09-02,"44,850","44,850","43,650","43,800","7,185,537","315,991",0.04,"736,262","792,815","71,471","-2,237,469","680,733",57.4
2019-08-30,"43,750","44,300","43,750","44,000","9,899,073","436,337",0.03,"-1,119,383","2,718,144","-2,099,397","-1,581,987","-430,749",57.4
2019-08-29,"44,200","44,200","43,050","43,400","10,768,862","470,572",0.03,"1,229,470","707,796","-2,322,095","-1,543,667","71,420",57.44
2019-08-28,"44,100","44,400","43,750","44,150","5,758,333","254,052",0.03,"-543,186","307,343","142,048","544,996","-7,747",57.47
2019-08-27,"43,650","44,200","43,600","44,050","16,883,932","742,426",0.03,"-1,432,368","2,383,483","-1,248,243","-915,992","-1,187,756",57.47
2019-08-26,"43,050","43,800","42,950","43,600","7,954,949","344,832",0.03,"323,347","709,629","-7,162","132,157","423,220",57.49
2019-08-23,"43,800","44,200","43,650","43,950","5,017,381","220,739",0.03,"-284,975","473,491","-331,644","-342,139","-129,093",57.49
2019-08-22,"44,500","44,700","43,850","44,050","8,061,177","355,619",0.03,"430,418","-525,680","-144,731","44,390","-954,638",57.5
2019-08-21,"44,350","44,800","44,150","44,500","6,571,717","292,349",0.03,"-156,029","689,126","-739,811","-819,399","-461,648",57.5
2019-08-20,"43,950","44,600","43,550","44,450","8,434,205","372,092",0.03,"-653,313","-386,132","-248,657","-10,559","-161,675",57.51
2019-08-19,"44,350","44,350","43,500","43,600","6,014,218","263,401",0.03,"483,849","1,336,296","-2,349,377","-1,400,672","-1,133,461",57.52
2019-08-16,"43,800","43,900","43,300","43,900","9,528,115","416,192",0.03,"-352,536","539,181","-379,058","-553,878","-1,279,136",57.56
2019-08-14,"43,900","44,250","43,500","43,700","8,750,135","383,427",0.03,"-216,414","-252,601","1,031,421","-369,546","-224,795",57.56
2019-08-13,"43,500","43,500","42,950","43,000","7,276,979","314,191",0.03,"1,173,759","1,470,933","-3,071,258","-2,095,897","-1,070,199",57.55
2019-08-12,"44,000","44,000","43,550","43,700","8,466,169","370,531",0.03,"957,809","-812,647","-341,068","278,062","-107,281",57.6
2019-08-09,"43,250","43,350","43,050","43,150","9,685,147","418,719",0.02,"1,714,413","-1,057,668","-656,777","-2,042,578","1,411,002",57.6
2019-08-08,"43,250","43,500","42,650","42,650","16,926,881","728,074",0.02,"3,008,395","-898,852","-2,111,368","-916,352","-1,383,964",57.61
2019-08-07,"43,600","43,900","43,100","43,200","10,002,533","434,500",0.02,"1,169,913","592,639","-1,429,102","-1,289,272","-343,728",57.65
2019-08-06,"42,500","43,800","42,500","43,500","15,083,824","654,805",0.02,"-738,198","6,632,830","-5,092,136","-3,668,931","-3,617,321",57.67
2019-08-05,"44,350","44,600","43,600","43,950","14,214,086","625,946",0.02,"-153,464","4,676,255","-3,395,074","-4,163,996","-229,994",57.76
2019-08-02,"44,550","45,500","44,300","44,950","12,151,374","544,793",0.02,"262,391","1,896,190","-2,094,800","-1,388,735","-296,040",57.82
2019-08-01,"44,900","45,500","44,850","45,200","7,811,181","352,894",0.02,"292,102","653,331","-8,154,632","-1,010,835","-593,552",57.85
2019-07-31,"46,200","46,600","45,000","45,350","12,872,916","587,387",0.02,"608,692","835,389","-1,302,082","-2,152,340","-445,770",57.99
2019-07-30,"46,300","46,850","46,300","46,550","5,551,014","258,641",0.02,"-464,381","-980,043","975,245","1,143,607","693,168",58.01
2019-07-29,"46,800","47,050","46,000","46,100","6,856,846","317,737",0.02,"-210,594","1,613,580","5,537,869","-1,038,262","-318,965",57.99
2019-07-26,"46,650","47,150","46,550","47,150","7,873,886","369,298",0.02,"-576,479","-511,171","1,213,878","748,996","-527,163",57.9
2019-07-25,"47,150","47,200","46,600","47,200","8,408,838","395,533",0.02,"-1,711,677","-1,384,305","2,514,615","2,931,989","2,024,844",57.88
2019-07-24,"47,100","47,150","46,250","46,400","8,756,522","409,321",0.02,"370,516","-1,058,701","788,069","377,310","215,291",57.84
2019-07-23,"47,350","47,550","47,050","47,300","9,061,381","429,349",0.02,"-2,346,894","684,975","1,368,352","488,650","1,490,797",57.82
2019-07-22,"46,800","47,300","46,600","47,200","9,009,109","424,205",0.02,"-2,358,903","-1,589,294","3,934,630","461,745","4,232,574",57.8
2019-07-19,"46,650","46,950","46,600","46,800","8,819,393","412,853",0.02,"-2,560,642","1,739,424","707,484","30,373","1,092,684",57.74
2019-07-18,"46,450","46,450","45,650","46,100","5,143,554","236,878",0.02,"112,688","-1,143,041","933,808","649,776","472,130",57.72
2019-07-17,"46,150","46,350","45,950","46,050","5,216,602","240,498",0.03,"-172,405","44,951","499,329","326,684","-451,647",57.71
2019-07-16,"46,450","46,850","46,300","46,850","7,407,824","345,958",0.03,"-2,115,779","-415,971","2,098,465","2,581,770","372,697",57.7
2019-07-15,"45,950","46,650","45,750","46,450","4,717,226","218,263",0.03,"-802,427","-158,946","1,105,137","821,413",503,57.66
2019-07-12,"46,350","46,400","45,800","46,300","5,245,804","242,359",0.03,"-614,601","-389,436","2,185,766","985,943","-43,270",57.65
2019-07-11,"46,350","46,550","46,150","46,200","10,989,751","509,185",0.04,"-2,158,453","-1,863,773","3,950,098","4,052,710","1,536,035",57.61
2019-07-10,"45,550","46,150","45,500","45,550","9,253,930","424,302",0.04,"-1,092,767","-357,567","6,844,533","1,073,686","361,676",57.54
2019-07-09,"44,850","45,450","44,700","45,100","7,646,421","344,766",0.04,"-1,128,362","-410,339","2,326,814","1,983,409","1,018,294",57.43
2019-07-08,"44,750","44,800","44,350","44,400","7,823,843","348,373",0.04,"-499,962","-167,698","590,150","343,877","-65,043",57.39
2019-07-05,"45,950","45,950","45,250","45,650","7,235,395","329,447",0.04,"-303,709","-228,717","34,284","604,482","-281,570",57.38
2019-07-04,"45,250","46,200","45,250","46,000","6,365,573","291,454",0.04,"-809,419","-536,391","884,652","853,292","1,189,602",57.38
2019-07-03,"45,750","46,350","45,200","45,400","9,669,368","441,065",0.04,"-297,476","180,539","868,729","-598,650","51,461",57.36
2019-07-02,"46,200","46,900","45,850","46,250","8,463,073","393,048",0.04,"-1,078,200","150,976","2,219,049","805,821","378,239",57.35
2019-07-01,"47,350","47,400","46,250","46,600","11,383,522","531,569",0.04,"-1,534,579","-76,250","2,386,472","1,800,198","566,395",57.31
2019-06-28,"47,000","47,000","46,700","47,000","12,949,231","607,215",0.04,"-4,171,907","-1,937,091","7,048,268","5,019,271","1,927,103",57.27
2019-06-27,"46,000","46,600","45,750","46,500","12,603,534","583,889",0.04,"-4,117,748","266,089","2,578,905","3,722,226","693,427",57.15
2019-06-26,"45,800","46,000","45,600","45,700","9,226,097","422,132",0.04,"-921,066","438,540","-2,119,172","-293,063","-488,489",57.11
2019-06-25,"45,200","45,800","45,200","45,600","7,076,774","322,055",0.04,"-652,091","262,689","473,220","632,424","194,810",57.15
2019-06-24,"45,200","45,800","45,200","45,500","6,085,066","276,882",0.05,"-305,502","1,052,742","-1,086,789","-1,453,309","-248,617",57.14
2019-06-21,"45,750","45,800","45,200","45,700","9,454,913","430,711",0.05,"-577,279","-266,729","697,334","2,378,352","-1,326,204",57.16
2019-06-20,"44,850","45,500","44,850","45,500","7,147,785","323,656",0.05,"-892,117","667,690","17,476","565,762","-976,832",57.15
2019-06-19,"45,450","45,450","45,000","45,350","10,417,690","471,408",0.05,"-2,742,080","457,835","2,956,372","2,449,222","1,425,188",57.14
2019-06-18,"43,750","44,500","43,650","44,350","7,994,928","353,712",0.05,"-716,040","37,652","497,351","496,459","-172,632",57.1
2019-06-17,"43,750","44,050","43,400","43,900","11,890,424","521,514",0.05,"33,770","881,893","-1,112,105","-1,301,964","-449,511",57.09
2019-06-14,"43,750","44,150","43,300","44,000","9,322,873","408,763",0.05,"-322,255","-203,691","559,573","252,466","1,667,699",57.11
2019-06-13,"44,200","44,400","43,400","43,750","16,906,541","740,494",0.05,"857,505","-473,234","-250,953","-175,826","904,454",57.1
2019-06-12,"44,800","45,050","44,300","44,600","8,607,439","384,320",0.05,"-221,896","361,666","-136,582","-46,032","1,259,901",57.1
2019-06-11,"44,800","45,000","44,550","44,850","6,664,872","298,796",0.05,"-1,099,557","419,625","572,445","216,391","-106,426",57.1
2019-06-10,"44,300","44,850","44,050","44,800","8,792,182","391,891",0.05,"-2,176,175","1,122,475","595,108","1,327,884","1,638,257",57.09
2019-06-07,"43,600","44,350","43,450","44,200","11,683,682","513,994",0.05,"-1,249,708","627,336","1,735,862","1,277,431","600,423",57.08
2019-06-05,"44,050","44,200","43,700","43,900","12,464,135","548,114",0.05,"-924,648","1,610,751","-1,702,329","336,489","647,820",57.05
2019-06-04,"43,400","43,700","43,000","43,450","9,913,497","429,428",0.06,"535,603","1,720,050","-2,330,695","-1,798,540","-255,054",57.08
2019-06-03,"42,950","43,900","42,500","43,800","15,466,580","673,362",0.06,"-2,018,888","-1,144,420","2,553,495","3,534,581","3,613,950",57.12
2019-05-31,"42,600","42,800","42,150","42,500","11,365,999","483,167",0.06,"221,646","-619,930","-2,505,113","203,771","1,391,977",57.08
2019-05-30,"42,200","42,700","42,150","42,550","11,766,018","499,610",0.05,"-796,168","-786,857","4,093,293","1,436,996","513,001",57.12
2019-05-29,"41,850","42,100","41,300","41,800","14,930,618","623,333",0.05,"1,542,426","861,355","-2,212,407","-2,086,144","-1,362,163",57.05
2019-05-28,"42,550","42,950","42,150","42,550","24,506,881","1,042,866",0.05,"624,530","3,867,735","-4,778,789","-5,376,119","-731,361",57.09
2019-05-27,"42,500","43,000","42,350","42,650","8,066,669","344,044",0.05,"400,111","939,502","-1,336,248","-1,804,627","954,844",57.17
2019-05-24,"43,800","43,800","42,400","42,700","13,966,305","599,085",0.05,"1,610,624","2,395,517","-2,030,898","-4,200,954","-1,622,668",57.19
2019-05-23,"43,900","44,000","43,250","43,850","12,259,006","536,198",0.05,"-1,422,429","-1,816,229","3,119,661","550,155","2,117,274",57.23
2019-05-22,"43,700","43,800","42,400","43,500","11,033,339","477,854",0.05,"-321,294","-1,499,052","1,949,166","2,114,611","-877,721",57.17
2019-05-21,"42,600","43,950","42,350","43,150","18,812,133","815,224",0.06,"-966,494","-1,096,752","2,005,960","1,903,011","781,365",57.14
2019-05-20,"41,650","42,100","41,550","42,000","15,752,397","659,810",0.05,"-931,674","-231,513","1,960,239","655,617","309,401",57.11
2019-05-17,"41,950","42,050","40,850","41,200","13,357,951","554,484",0.05,"1,442,817","-795,588","-884,583","-2,101,562","-925,355",57.07
2019-05-16,"42,350","42,400","41,350","41,550","13,687,828","572,150",0.05,"3,183,366","26,318","-3,770,164","-3,361,988","-1,390,563",57.09
2019-05-15,"42,700","43,050","42,550","42,550","7,670,185","327,974",0.05,"905,520","-611,398","-620,235","98,655","-106,905",57.15
2019-05-14,"41,300","43,100","41,300","42,650","11,563,730","491,110",0.05,"598,359","1,578,351","-2,160,411","-1,262,033","-1,244,645",57.16
2019-05-13,"42,500","43,200","42,350","42,650","7,635,079","326,874",0.05,"426,808","-1,078,227","-537,548","505,173","-240,663",57.2
2019-05-10,"42,600","43,450","42,450","42,900","14,579,512","624,673",0.05,"1,652,565","201,245","-2,637,085","-2,184,253","-1,261,991",57.21
2019-05-09,"43,900","44,250","42,450","42,450","23,029,718","993,612",0.04,"5,366,210","-3,556,441","-1,355,198","-2,451,662","-5,612,406",57.25
2019-05-08,"44,300","44,850","44,200","44,250","10,398,754","462,087",0.04,"1,898,053","-1,335,229","-1,332,149","-763,752","19,034",57.27
2019-05-07,"45,250","45,300","44,400","44,850","12,014,907","538,125",0.04,"1,271,085","-2,607,527","-1,940,818","1,223,922","853,433",57.3
2019-05-03,"45,900","46,050","45,300","45,300","6,562,916","298,783",0.04,"908,272","-1,733,814","1,884,674","210,157","321,655",57.33
2019-05-02,"45,500","46,150","45,400","45,900","8,625,126","395,454",0.04,"177,911","211,235","-1,101,866","-628,806","-285,054",57.3
2019-04-30,"46,000","46,300","45,350","45,850","11,121,273","509,856",0.05,"-382,544","-300,524","3,847,099","1,807,632","-388,324",57.32
2019-04-29,"45,150","46,150","45,100","46,150","8,777,517","401,124",0.05,"-1,799,658","677,291","938,891","955,968","336,228",57.25
2019-04-26,"44,200","45,000","43,800","44,850","9,739,982","434,008",0.05,"268,548","-743,255","773,795","878,835","497,179",57.24
2019-04-25,"44,250","45,000","44,100","44,650","10,868,965","485,378",0.04,"940,660","354,102","-806,914","-1,610,529","1,920,260",57.22
2019-04-24,"45,400","45,650","44,150","44,750","13,299,267","594,100",0.04,"2,626,193","-2,371,650","1,511,983","-286,706","119,857",57.24
2019-04-23,"45,050","45,500","45,000","45,200","6,920,566","313,180",0.04,"740,172","-530,724","1,510,191","-503,057","856,438",57.21
2019-04-22,"45,400","45,900","45,100","45,350","6,006,957","273,125",0.04,"94,831","-734,431","1,421,669","-244,351","-667,213",57.19
2019-04-19,"45,750","46,000","45,250","45,300","8,479,710","386,062",0.04,"1,970,828","288,155","-2,499,972","-2,793,741","-2,037,146",57.16
2019-04-18,"47,200","47,250","45,500","45,600","12,808,747","589,352",0.04,"2,198,558","196,678","-2,691,598","-2,226,689","-3,206,026",57.2
2019-04-17,"47,300","47,600","47,000","47,050","5,513,658","260,238",0.04,"-95,522","9,754","1,136,907","316,141","103,266",57.25
2019-04-16,"47,400","47,400","46,800","47,250","7,730,881","364,273",0.04,"-624,299","-1,007,523","1,881,994","180,589","835,172",57.23
2019-04-15,"47,150","47,500","47,000","47,050","8,733,019","412,633",0.04,"-1,256,534","-555,950","2,079,976","1,602,339","449,090",57.2
2019-04-12,"46,050","46,900","46,000","46,850","7,668,936","357,084",0.04,"-762,462","-1,161,347","1,795,650","1,733,221","1,290,492",57.16
2019-04-11,"46,700","46,800","46,150","46,250","13,697,399","634,752",0.04,"466,238","-2,254,821","1,866,850","1,110,961","-22,833",57.13
2019-04-10,"46,400","46,700","46,050","46,700","11,883,995","550,967",0.04,"-353,453","1,104,954","-704,230","-1,151,645","-1,254,074",57.1
2019-04-09,"46,700","46,950","46,200","46,650","6,878,761","320,647",0.04,"-514,596","-728,589","2,907,975","270,229","498,948",57.11
2019-04-08,"47,250","47,250","46,150","46,650","8,507,909","397,148",0.04,"-469,813","-1,100,553","2,120,051","902,271","428,890",57.07
2019-04-05,"46,950","47,550","46,600","46,850","8,546,339","401,644",0.04,"-1,513,017","604,594","1,835,893","1,131,753","178,818",57.03
2019-04-04,"46,150","47,100","46,150","46,950","12,650,168","591,478",0.04,"-3,463,318","1,237,927","2,764,833","1,867,888","1,201,934",57
2019-04-03,"46,750","46,750","45,800","46,600","12,436,570","576,545",0.04,"-2,744,839","1,261,509","4,292,898","864,224","1,051,554",56.95
2019-04-02,"45,550","46,100","45,350","45,750","9,480,688","433,628",0.05,"-1,219,288","-1,299,833","3,409,971","2,350,223","2,028,420",56.88
2019-04-01,"45,200","45,450","44,850","45,050","7,362,129","332,300",0.04,"-566,169","383,701","224,497","-283,374","1,000,835",56.82
2019-03-29,"44,500","44,900","44,200","44,650","11,491,713","511,624",0.04,"641,079","325,024","-643,409","176,181","1,234,517",56.82
2019-03-28,"44,950","45,200","44,300","44,850","6,821,306","306,038",0.05,"-175,314","-864,538","821,504","821,929","1,030,169",56.83
2019-03-27,"44,750","45,600","44,250","45,350","9,568,081","430,843",0.05,"-465,824","1,031,230","-1,100,124","115,244","613,470",56.82
2019-03-26,"45,500","45,700","44,900","45,250","9,729,811","440,020",0.04,"140,470","-1,332,399","709,364","348,482","1,791,117",56.84
2019-03-25,"45,300","45,650","44,800","45,500","8,699,728","394,433",0.05,"211,323","-1,029,563","978,783","293,926","-634,396",56.82
2019-03-22,"46,850","47,000","46,250","46,550","12,535,911","583,256",0.06,"-1,320,876","-1,345,620","2,887,330","2,465,346","942,503",56.81
2019-03-21,"44,600","46,250","44,050","45,850","21,138,016","966,296",0.06,"-5,128,068","880,396","5,025,803","5,367,143","5,205,481",56.76
2019-03-20,"43,800","44,200","43,100","44,050","9,846,242","429,486",0.06,"430,082","671,932","-790,749","264,941","853,878",56.68
2019-03-19,"43,750","43,900","43,550","43,900","7,609,563","333,043",0.06,"118,205","-622,476","1,195,016","1,961,788","842,531",56.69
2019-03-18,"43,950","44,150","43,450","43,700","8,188,876","357,784",0.06,"1,449,215","1,360,557","-2,594,504","-990,966","-1,709,989",56.67
2019-03-15,"43,800","44,250","43,700","44,200","16,814,163","740,350",0.06,"-289,448","3,770,225","-3,485,575","-3,777,404","1,605,443",56.71
2019-03-14,"43,700","44,300","43,550","43,850","18,039,161","789,951",0.05,"1,285,942","149,635","-738,996","-3,326,677","1,033,609",56.77
2019-03-13,"44,250","44,450","43,700","43,850","8,108,343","356,447",0.06,"1,146,344","-951,079","390,811","-519,299","466,689",56.78
2019-03-12,"44,300","44,950","44,150","44,650","11,431,977","508,997",0.05,"-1,728,664","1,578,922","2,842,412","-706,361","602,195",56.78
2019-03-11,"44,400","44,450","43,650","43,650","10,717,408","471,358",0.05,"303,488","1,050,428","-1,444,670","-1,279,537","-751,778",56.73
2019-03-08,"44,450","44,800","43,800","43,800","7,729,069","340,351",0.05,"572,103","208,038","-508,555","-729,805","354,614",56.75
2019-03-07,"43,400","44,950","43,400","44,450","11,049,749","490,122",0.05,"-129,244","120,965","1,285,450","-121,479","650,668",56.76
2019-03-06,"44,000","44,300","43,700","44,000","10,202,544","447,977",0.05,"-9,654","-764,631","451,762","-151,284","275,698",56.74
2019-03-05,"44,600","45,100","44,150","44,250","10,612,405","471,638",0.05,"960,898","146,174","-1,277,906","-2,048,954","582,724",56.73
2019-03-04,"46,000","46,100","44,800","44,850","12,926,539","585,692",0.04,"929,385","1,011,756","-2,076,396","-2,137,675","156,086",56.75
2019-02-28,"46,400","46,500","45,100","45,100","23,569,321","1,073,229",0.04,"1,842,714","110,319","-1,635,750","-2,491,252","-1,492,732",56.79
2019-02-27,"47,000","47,250","46,750","46,750","8,045,211","377,808",0.04,"-189,619","-12,701","601,212","-195,009","-428,398",56.82
2019-02-26,"47,350","47,450","46,500","46,750","7,985,547","374,675",0.05,"631,889","-1,218,213","1,031,202","37,445","1,330,811",56.81
2019-02-25,"47,400","47,550","47,050","47,350","7,484,716","354,012",0.05,"-1,315,790","-49,711","1,441,119","1,226,328","472,217",56.79
2019-02-22,"46,500","47,150","46,450","47,150","6,895,772","322,775",0.05,"-801,380","36,298","453,056","353,377","1,205,605",56.76
2019-02-21,"46,500","47,200","46,200","46,950","8,694,009","406,412",0.05,"-297,398","-1,524,872","1,683,591","1,820,421","881,549",56.76
2019-02-20,"46,750","47,100","46,500","46,900","11,506,720","538,847",0.05,"-2,449,978","-625,260","2,940,324","2,750,033","2,536,288",56.73
2019-02-19,"45,850","46,150","45,450","45,950","6,741,395","309,244",0.05,"198,210","421,849","-1,213,914","-589,486","-264,148",56.68
2019-02-18,"46,500","46,850","45,850","46,200","8,183,728","379,386",0.05,"11,919","506,965","-605,009","-226,777","463,068",56.7
2019-02-15,"46,750","46,850","45,650","46,050","10,554,643","487,928",0.05,"2,013,949","-842,805","-1,180,922","-1,177,284","-702,931",56.71
2019-02-14,"46,600","47,500","46,150","47,500","17,259,341","808,870",0.05,"-4,184,531","977,302","2,879,603","1,978,373","1,825,157",56.73
2019-02-13,"46,400","46,700","46,000","46,200","11,299,738","522,769",0.05,"-789,224","591,933","77,478","256,199","-527,904",56.68
2019-02-12,"44,650","46,250","44,650","46,050","13,184,367","604,234",0.05,"-1,554,611","-343,372","1,801,485","2,743,421","609,722",56.68
2019-02-11,"44,500","45,000","44,250","45,000","11,125,044","496,106",0.05,"-410,161","-46,886","632,058","209,877","699,916",56.65
2019-02-08,"45,700","45,700","44,650","44,800","12,689,196","571,011",0.05,"769,108","680,004","-3,151,123","-1,462,034","1,342,296",56.64
2019-02-07,"46,800","47,100","46,200","46,200","15,872,001","739,207",0.05,"-104,471","-1,253,036","1,545,295","1,774,414","2,542,611",56.69
2019-02-01,"46,650","46,950","46,250","46,350","13,832,454","644,180",0.05,"-1,739,435","-1,177,459","2,925,932","1,953,732","-922,262",56.67
2019-01-31,"46,650","47,050","46,150","46,150","21,621,145","1,007,418",0.05,"-2,179,479","-3,405,576","7,332,233","5,974,701","-107,374",56.62
2019-01-30,"44,800","46,400","44,800","46,400","17,505,980","802,320",0.05,"-3,530,947","-572,520","4,477,169","4,484,466","2,799,825",56.49
2019-01-29,"45,050","45,500","44,350","45,500","16,215,017","729,601",0.05,"-1,810,339","-2,025,661","3,820,109","4,383,826","1,376,923",56.42
2019-01-28,"45,000","45,500","44,600","45,050","17,998,914","812,166",0.07,"-3,074,159","-4,322,337","7,670,966","5,830,838","3,468,085",56.36
2019-01-25,"44,300","44,750","43,750","44,750","22,789,395","1,009,868",0.07,"-6,473,008","-1,966,229","8,799,293","9,308,836","3,838,079",56.23
2019-01-24,"43,050","43,100","42,350","43,050","14,747,623","632,002",0.07,"-2,557,925","-2,295,297","5,929,311","4,234,821","4,684,037",56.08
2019-01-23,"41,350","42,250","41,350","42,000","11,071,079","463,297",0.07,"-211,561","2,379,981","-2,161,931","-1,760,486","-376,984",55.98
2019-01-22,"42,750","42,850","41,850","42,150","9,964,356","420,047",0.07,"-391,176","44,175","600,918","710,678","1,248,427",56.02
2019-01-21,"42,700","42,750","41,900","42,750","11,355,701","482,176",0.07,"-1,724,424","80,532","1,720,895","2,151,164","69,167",56.01
2019-01-18,"42,000","42,400","41,950","42,300","11,029,256","465,779",0.07,"-1,425,635","39,044","1,271,150","1,263,736","13,228",55.98
2019-01-17,"41,700","42,100","41,450","41,950","11,736,903","491,377",0.08,"-2,231,874","-834,704","3,238,420","3,469,721","1,597,684",55.96
2019-01-16,"41,150","41,450","40,700","41,450","8,491,595","349,968",0.09,"-901,114","-478,720","1,317,496","1,060,602","994,532",55.9
2019-01-15,"40,050","41,100","39,850","41,100","11,492,756","468,238",0.09,"-2,065,409","736,080","2,031,658","1,411,920","2,070,901",55.88
2019-01-14,"40,450","40,700","39,850","40,050","11,984,996","481,959",0.09,"336,822","-2,023,616","1,551,370","1,770,305","-58,285",55.85
2019-01-11,"40,350","40,550","39,950","40,500","11,661,063","470,286",0.09,"-2,384,513","-626,837","2,721,738","2,779,232","481,477",55.82
2019-01-10,"40,000","40,150","39,600","39,800","14,731,699","587,063",0.1,"-1,056,057","-2,554,908","3,667,284","3,918,893","-346,617",55.77
2019-01-09,"38,650","39,600","38,300","39,600","17,452,708","683,004",0.1,"-2,992,379","35,641","2,877,670","1,485,426","3,597,889",55.71
2019-01-08,"38,000","39,200","37,950","38,100","12,756,554","491,578",0.11,"-124,285","1,334,263","-1,295,891","-582,840","1,216,480",55.66
2019-01-07,"38,000","38,900","37,800","38,750","12,748,997","490,833",0.11,"-1,441,889","-270,253","1,596,964","1,043,682","3,440,660",55.69
2019-01-04,"37,450","37,600","36,850","37,450","14,108,958","525,403",0.11,"539,132","895,904","1,329,061","-1,123,527","68,475",55.66
2019-01-03,"38,300","38,550","37,450","37,600","12,471,493","472,967",0.11,"1,619,698","-1,851,235","1,832,560","-375,971","1,023,500",55.64
2019-01-02,"39,400","39,400","38,550","38,750","7,847,664","304,683",0.11,"-716,580","-545,197","1,281,954","1,374,062","623,595",55.61
2018-12-28,"38,250","38,900","38,200","38,700","9,900,267","382,576",0.11,"-1,072,816","-1,650,812","2,789,526","3,237,726","674,323",55.58
2018-12-27,"38,700","38,800","38,100","38,250","10,510,643","403,521",0.11,"2,021,532","-3,775,972","1,660,604","1,481,377","1,121,677",55.54
2018-12-26,"38,400","38,750","38,300","38,350","12,707,675","488,546",0.11,"-1,897,752","1,166,026","-3,541,075","230,285","465,590",55.51
2018-12-24,"38,500","39,050","38,300","38,800","9,729,530","376,007",0.11,"-2,529,546","1,094,387","839,880","1,036,419","424,014",55.57
2018-12-21,"38,200","38,650","38,100","38,650","14,947,080","575,189",0.11,"170,688","2,993,918","-4,665,291","-1,051,793","1,133,773",55.56
2018-12-20,"38,600","39,100","38,500","38,650","11,937,617","462,010",0.11,"324,721","306,859","390,180","-300,524","-290,144",55.63
2018-12-19,"38,900","39,350","38,850","39,100","9,942,037","388,002",0.11,"-319,951","988,607","-1,753,613","-1,430,242","1,624,822",55.63
2018-12-18,"38,300","39,200","38,300","38,900","11,042,101","429,736",0.11,"-513,462","1,816,691","-2,855,217","-1,454,202","739,288",55.66
2018-12-17,"38,650","39,600","38,650","39,150","11,532,968","452,403",0.11,"-1,545,209","1,399,712","-58,073","559,649","2,232,448",55.7
2018-12-14,"40,200","40,200","38,700","38,950","19,671,783","768,559",0.11,"2,383,162","-2,268,536","-1,702,700","-172,355","-141,161",55.71
2018-12-13,"40,650","40,750","40,000","40,000","26,254,646","1,054,673",0.11,"2,183,406","-3,307,941","628,899","-851,302","-513,713",55.73
